Content,is_pos,is_serv,is_product,is_price,is_env
虽然垃圾食品。但架不住人家干净整洁而且标准。工薪阶层的选择啊。,1,,,,1
汉堡的话只爱鸡腿堡，别的完全没有兴趣啊啊啊！麦趣鸡盒比较爽啊啊啊,1,,1,,
很久没吃麦当劳了，没想到午市套餐也涨价了，不过还是最爱麦辣鸡腿堡。,-1,,1,-1,
这个店位置很好，天钥桥路上很大的一个店面。每次收集东西的时候，都会考虑到这家看看！吃的嘛，依然钟爱#麦辣鸡腿汉堡# ！,,,1,,1
店面真是很大，喜欢他家的板烧鸡腿堡、麦香鱼汉堡，还有麦旋风！,1,,1,,
当时为了集hello Kitty的玩偶去的，可惜的是其中有一款这家已经没有了,-1,-1,,,
在我工作的旁边就有一家，每次午饭不知道吃什么的时候就吃这个，这边环境还挺好，挺好吃的,1,,,,1
挺喜欢去吃这家的东西，很新鲜，生意很好，挺喜欢这家的香骨鸡腿，很喜欢麦旋风,1,,1,,
这个服务太度真的是，一个字“差”\n我是来消费的不是来受气的\n一个微笑没有也就算了，我说我要打包，竟然冒了句，先在打不了，等餐齐了再打，可乐没来？薯条没来？不会先打阿？\n虽然麦当劳不用愁没有顾客光顾，但是服务态度还是要抓一下的吧？,-1,-1,,,
快餐的必选，完胜肯德基（土豆泥和原味鸡除外），个人偏向麦当劳的口味,1,,,,
每次路过有着大大的落地玻璃的麦当劳，都会对坐在窗边的人看几眼，真的是不知道谁是谁的风景！今天好幸运我也坐在窗户边，慵懒的看着手机，外面人来车往的好像两个世界！,1,,,,1
这家麦麦的东西怎么会这么的难吃！还下错单。\n瞬间对麦麦差评了好吗！！！,-1,,-1,,
在那边坐了一下午，看看手机，上上网，因为外面下雨，就一直呆着了，还比较安静,1,,,,
不素确实满足食肉族的欲望了 还有巨无霸的10元价钱绝对优惠啊很好很强大,1,,,1,
二楼差点把人给闷死，太热了。薯条好吃，不过涨价了心里不甘，你价格上去了空调还不舍得开阿！,-1,,,-1,-1
有一次去买咖啡，靠窗位子几个大叔大婶在抽烟！！一地的烟头！麦咖啡的店员居然不管，另一个打扫卫生的男人居然说，我不敢去管他们。这是什么逻辑啊？？,-1,,,,-1
天，我会说是因为找了N久的投诉电话找不到才来点评你们的么!?1月14日凌晨一点，很饿很饿因为加班没有吃晚餐的小伙伴们来到这里。麦趣鸡盒+扭扭薯条。好吧，服务生告诉我们需要等待20分钟，这不是重点，我问他有没有不要现炸的鸡盒内产品可以先给我们，因为很饿啊…某先生爽快的回答，不可以，因为给了你们会不认账的，我们以前发生过…我的心都碎了，试图挽回小自尊的我试图解释，你可以记录啊，我们不会的…回答坚决NO。我尊重。于是我先拿到了可乐和薯条，焦躁的是薯条居然是冷的，各种硬和咸…不是说过了多少分钟的薯条是要丢的嘛!各种没有好嘛!继续，鸡盒出炉，各种愤怒了!居然只有鸡翅是热的，鸡腿是黑的，冷的，回炉的感觉!骗子!你们根本没有扔!,-1,-1,-1,,
如果不是太差我不会po麦当劳的。是我吃过的最差一家all time worst没有之一。pie是温的，不知道放了多久；薯条冷的瘪的不脆不酥；热巧淡的跟白开一样。你这是闹哪能？欺负美罗城附近只有你一家么？讨厌！再也不来你这家了！,-1,,-1,,
位子比较少，服务员收拾餐桌的意识比较差，基本等于不收拾。新出的汉堡很好吃哦~ happy meal的新玩具也很棒，哈哈,-1,-1,,,
试了新出的红肠猪排有福堡套餐，味道竟然很不错，香香的，而且一个吃下去超级饱。扭扭薯条味道也不错量也挺多小咸。挺不错的新品。,-1,,-1,,
24h麦记，很喜欢这家\n\n“夜亮了”的时候装饰什么的真的很漂亮！\n\n靠窗的位子，半夜没人的时候看着外面，感觉还蛮舒服的\n\n叫外送也是这家的，外送服务很差\n\n这个我要吐槽一下\n\n每次我客客气气开门问多少钱呀\n\n人家鸟也不鸟我，低头管自己的事情\n\n然后单子甩给我，意思要我自己看价格\n\n完全比不过kfc的服务。。可是喜欢吃麦记没办法\n\n忍气吞声一次次热脸贴人家冷屁股\n\n====================================\n\n今天为了10月30日首发的小黄人特地去麦当劳买套餐呢\n\n这家店只有一个款式，不是两个，不过正好是我要的那个\n\n买了开心乐园餐 估计因为买的人好多\n\n准备的好快 \n\n一个人在收钱点单另外一边已经装好了\n\n超级神速的\n\n好久没吃麦麦了~喜欢,-1,-1,,,
垃圾的一塌糊涂的服务。给你两星纯粹在地理位置。要个新地你没有就没有。我欠你钱了么。凶个毛线,-1,-1,,,-1
以前在这里附近读书的时候一直来这家。。算是麦当当里比较大的店了。。奶制品比开封菜好。。都是总麦冲的,1,,,,
『Z.W』??NO.145????\n麥當勞的早餐是真的不錯，不過漲價了！\n但早晨吃的人很多，特別上班族就外帶，阿姨媽媽在餐廳裡噶三五額特別多，真心精神狀態好啊\n「培根蛋香煎餅組合套餐 」11??\n「培根蛋香煎餅」類似干滴蛋餅，早晨吃還不錯！重點不像傳統蛋餅那麼油膩，口味蠻好的，培根和蛋，營養豐富啊\n「豆漿」飲料可自由組合搭配，喜歡豆漿！味道和傳統的豆漿感覺不一樣。甜而不膩，味道不錯\n「脆香油條」5.5?? 單配了脆香油條！炸的非常脆，味道非常好吃，而且很香，真心不錯\n早餐總體很好吃，也非常的實惠，不錯啊,1,,1,1,
他们家生意时好时坏，每次过去感觉空位还是都剩几个的，不过二楼没有开空调，空气很不流通，带小孩子的妈妈们要多注意了，换购的招行新地，速度还是慢快的，也就适合随便吃吃吧。,1,,,,
冲着小黄人去的，店里吉士汉堡的开心乐园餐，只要18块，好便宜。不知道是不是用新菜单的缘故，赶脚便宜好多。。。看着挺少的，吃得好撑。。。⊙﹏⊙b汗\n小黄人中午去吃的时候还有好多，晚上就听到朋友说都没了。。。还好下手早！把最喜欢的那个给入了！耶！\n好久没次M家了，拿到东西的时候才发现给错了，营业员业务不过关啊。。。找到他们给换了 还挺好的\n就是离单位有些些远 希望以后能在单位旁边开一家,-1,-1,,1,
为了小黄人陪好朋友去的，然后给我也买了一份。\n虽然很晚了，但是还是有客人排队，只开了一个收银。\n然后感觉很混乱，排在后面的大叔一直唧唧歪歪说怎么这么慢之类的，确实很慢，前面还有开发票什么的。\n然后拿了小黄人要求换了一个，这个态度还蛮好的。\n热巧克力好难喝，太甜了。麦乐鸡的盒子好小啊。玉米最好吃了。,-1,-1,-1,,
麦当劳的快餐总是差不多的，天钥桥路吃的比较多，有家快餐吃吃也不错。,1,,,,
特地为了小黄人去买的，回家才发现外带的开心乐园餐居然没有放玩具！买的时候还特地和服务生还反复确认过东西齐了没有！！！这是欺骗外带的消费者吗？！气愤！,-1,-1,,,
每次和老公去美罗城看电影的时候总归会去买份套餐，哪怕吃过饭饭也4如此，哈哈，这家店有街景的座位，我还4很稀饭滴~\n听说１０月底随着肯德基的半价优惠，麦当劳也会调整套餐价格，ＲＥＡＬＬＹ？期待ＩＮＧ．．．．,1,,,,
个人觉得还是肯德基的鸡翅鸡腿好吃，但是麦当劳的套餐有小黄人送！,1,,,,
理论上来说此类快餐店其实也不至于要点评的。但是！每次在这里买早餐的时候，都觉得服务好差~完全没有笑容。作为上班族每日在这里买早餐的话，如果服务员能对我微笑一下该多么开心啊，绝对是美好的一天的开始嘛！但是这里的服务人员，每一个都一脸苦大仇深，说话腔调什么的也完全不柔和。和“更多欢笑尽在麦当劳”神马的，根本不搭嘛！,-1,-1,,,
光顾了这家店里的麦咖啡，正好有张卡布基诺的电子券可以兑换。是手工调制的味道不错，就是看上去好像不是特别熟练，手法有点青涩,-1,-1,,,
不错的店，服务态度佳！\n坐靠窗透过玻璃观景佳！\n\n原味板烧鸡腿麦满分套餐，￥12，原味板烧鸡腿麦满分+咖啡，很不错的组合，推荐。\n原味板烧鸡腿麦满分，麦满分细腻，板烧鸡腿肉块很小，整体美味却没幸福感，可以吃吃。\n咖啡，比起KFC的咖啡更香浓些，杯子也略小，可以喝喝~\n\n推荐：原味板烧鸡腿麦满分套餐、双层吉士汉堡、珍萃麦辣鸡腿汉堡、巨无霸、薯条、红豆派、香草味奶昔、麦旋风、趣多多麦旋风、提拉米苏麦旋风\n\n另：\nIFC店，世界广场店可以刷卡，其他只能刷斯玛特卡这种。\n大薯买一送一期间，套餐加大后送大薯，划算！\n17：00-20：00有晚市套餐，合算。,1,1,1,,1
体检完本来想去吃生煎，一看还没开门，只能先来这里打发下时间。地理位置是真心好，就在天桥旁边，看着人来人往。点了个培根蛋饼套餐，虽然一开始就没抱希望，但还是感觉坑爹啊。面粉好厚，里面馅料很少，要不是白白坐在里面不好意思，否则还真不会点这个。,-1,,-1,,1
地理位置绝佳，就在天钥桥路肇嘉浜路口，天桥下\n中午过去吃的话，食物都是当场做的，薯条很脆，超值午餐真的很超值,1,,1,,1
一直吃的是肯德基，可是不经意的时候想着打发下时间的，随便点了几个，麦辣鸡腿堡挺好吃的呢，比肯德基还便宜呢，这边同样的价格在这边是有一个套餐的，而肯德基那边也就一个鸡腿堡的价格，看来真是需要换换口味了，味道也差不了多少的，而这边的相对于会好吃又实惠的，麦当劳这家的确实不错的，服务也很好的，态度蛮好的，还有好多兑换的小礼品呢，都还蛮精致的，环境挺好的，还有无线网的呢，比较卡的，哈哈！这里还有二楼的位置准备下次上楼坐坐呢看看风景什么的！,1,1,,,1
逛好美罗城，乘着最近大薯买一送一的趋势下，走累了，停下吃吃喝喝好个快乐呢~~~xixi~~~,1,,,,1
为啥两楼不开空调？热死了，这里人很多的，杂七杂八都来上厕所的。反正很乱的。,-1,,,,-1
位置蛮好，价格便宜，经常去。喜欢坐在这家二楼的玻璃窗前发发呆神马的  O(∩_∩)O哈哈~,1,,,1,1
麦当劳口味已经全面超越肯德基了，还有麦咖啡供下午茶选择。\n不错不错！,1,,,,
工作日的六点 人不是很多 好久没吃了 点了原味板烧鸡腿堡 辣翅 薯条 可乐 好爽啊 好吃,1,,1,,
我要吃新出的早饭！！！！广告里很好吃的样子！！！咖啡拉出来的花也不错的样子,1,,,,
肚子饿的时候会来这里胡乱买个汉堡，还算好吃，就算垃圾食品总比KFC油腻少一些。,1,,,,
麦当劳呀，平时吃快餐就吃麦当劳，肯德基不大吃了，东西越做越难吃，小礼物越做越没兴趣。\n最近在收集海贼王，一套9只的，可以拼成拼图，不错不错，以后想摆在新房子的书房里，嘿嘿！\n最经常点的一定是麦辣鸡腿堡了，午市晚市套餐价15块，价钱便宜，东西又多，不二的选择~,1,,,1,
家门口的快餐店 人气一直很旺 每次去饭点时候去人总是很多\n麦麦的早餐真心不好吃 外面的面包胚子咬也咬不动,-1,,-1,,-1
以前公司楼下\n经常加班吃饭去的地方\n这家以前出国事情\n有个流浪汉杀过一个店员\n当时都上时代报了\n一脸休息了好几天\n阿弥陀佛,1,,,,
我最爱最爱的一家当当了！！！地方够大，每次逛完徐家汇都会进去买点东西吃吃。,1,,,,
路过麦当劳，买了它家新出的牛奶咖啡珍珠奶茶。第二杯是半价的。想不到一点都不好喝。咖啡味是一点都没有。忘记让它去冰了，下面全是冰块。奶茶味道也不浓郁。珍珠还好，就是普通的珍珠。麦当劳的奶茶，真的不如KFC,-1,,-1,,
不是一次愉快的就餐经历，薯条给我时已经冷了，变软了，而且炸得太老了。,-1,,-1,,
逛美罗城用餐首选。哥哥我一直喜欢垃圾食品，嘿嘿。比肯德基实惠，喜欢喝百事胜过可口可乐。,1,,,,
七八个人排队就一个店员点餐配餐。     让顾客等。顾客吃完餐盘都没人收。,-1,-1,,,
总觉得麦当劳（不单指一家店，很多，比如东安路、天钥桥路……）的服务员态度不及肯德基的服务员那么客气有礼，总显得态度傲慢、没有活力加语气冷漠呢，可能是为了突显出自己的品牌与别家主打合家亲风格的快餐店不同，是主打潮酷年轻市场的吧，所以以身作则的让员工们都酷起来了！就食物来说吧，推荐巨无霸、双吉、薯条（它家薯条在口感上比KFC好吃，够脆够咸！不像KFC那么面那么粉，还很淡口）、新出的麦饭牛肉卷也不错，推荐一下！咱们一码归一码，服务态度和口味好坏分得要清。,-1,-1,1,,
这家麦当当是有麦咖啡哒！再加上方圆百米内只有这一家，所以生意一直很好~特别是麦咖啡区靠窗的位置，从来没坐到过╮(╯▽╰)╭,1,,,,1
肯德基做的吃的味道不错，团购又享受到优惠感觉真心不错。,1,,1,1,
天太热想吃稀饭，同事大早上跑去给我们买的，感动的一塌糊涂。服务的满五分是打给他的。嘿嘿。可是等我到的时候已经冷了，不过味道还是很好呢，和店里味道差不多呢，买了有我最爱的皮蛋瘦肉粥。油条和鸡肉卷味道也不错哦，嘿嘿，开始享受美食咯。,1,1,1,,
早上人不多，喝了杯豆浆，吃了个帕尼尼，,1,,,,
环境很好，服务很好，就是出菜的时间有点慢。还有就是现在的汉堡涨价的太厉害了。,-1,1,,-1,1
今天突发奇想去了肯德基 味道不错  服务员也很客气,1,1,1,,
今天晚上我去肯德基。然后去了厕所上了个小号。然后有个叫什么什么子的跟日本人名字差不多的大厅阿姨。过来搞卫生。然后她跟我说你上了大号为什么要弄在外面。自己弄掉。我进去的时候是排队的。我排队的时候她也在里面。我进去最多几分钟的事情说我上的是大号。真的是火气都来了。如果能不让她做就好了我就投诉了。麻痹。自己搞卫生还说我怎么怎么样。差评差评。大厅搞卫生的阿姨都这样了更何况是里面的服务生。搞的我们欠她一样的。一张死了孩子的脸,-1,-1,,,
味道还不错，吃得也开心，在乐购很近,1,,1,,
首先进去一眼能看到整间餐厅的环境还有菜单和单页，服务也不错，特别是冰淇淋很好吃。,1,1,,,1
那里的口味很好、环境也很漂亮、服务态度有点差。,-1,-1,,,1
服务员态度差 见我是点评网买的 真受不了 番茄酱都没有给我 气死了,-1,-1,,,
团购点评\n东西很不错，服务员态度很好，下次还会去,1,1,1,,
鸡翅控表示一个人吃翅桶刚刚好。明明鸡翅占的地方就一点点，完全不知道要那么大的桶做什么。\n才知道三角最好吃，吮指原味鸡买一送一的活动就没了。而且嘉定店的原味鸡价格是￥10，比市区还少五毛钱，哈哈哈大郊区伤不起了。\n个人表示焦糖布丁也很好吃，推荐哦！,1,,1,,
其他挺好 就是人多阿...位子难找.,-1,,,,-1
汉堡不错，咖喱饭好难吃，觉得不太实惠，燕麦鸡腿堡里的鸡腿不好吃。。。。,-1,,-1,,
团购点评\n很好的东东！~非常嫩，值得购买！~,1,,1,,
店里没开空调，不通风，热的要命。,-1,,,,-1
新装修了，可是味道越来越差了，吮指原味鸡很不新鲜的感觉，黄金鸡块吃不出鸡肉的感觉！,-1,,-1,,-1
下班去吃点东西，服务员推荐啥足球堡，就点了一个，不是很好吃，自己点了一个冰淇淋，挺好吃的，鸡腿特别小，貌似是鹌鹑腿，，，，，，，,-1,,-1,,
新装修开业，今天路过想吃了，老北京鸡肉卷套餐，味道大家都知道的 ，环境变雅致了,1,,,,1
买了新出的黄金脆皮鸡试了试，口味带点辣，鸡肉不算老，吃后辣味在口中停留时间不算短，现在是加一元配可乐，是优惠期间。,1,,1,1,
最近出了一个翅桶。。。里面的鸡腿超小的 都没辣翅大\n桶也是小桶，还有人拿这个和半价桶比较。。。人家半价桶至少是全家桶的桶\n这个直接用迷你桶了好么\n环境很吵 位子也挤。。。快餐店通病,-1,,-1,,
感觉味道没有市区的好，地方也小，人超级多了，连紧靠厕所旁都安了座位，厕所又破，哎！,-1,,-1,,-1
如果有负分的话，我一定是对欧尚肯德基打负无穷分，所有的点餐员的服务态度都跟家里刚shi了人似的，没有一点受过岗位培训的样子。,-1,-1,,,
服务质量很差。。。就是交通方便的一个点。。。随便吃吃。。味道正常。。曾经在里面点可乐外带。。结果里面都是水。。,-1,-1,,,1
因为买了很多东西不可能一样一样自己检查过来吧 就这样欺骗消费者？？？？汉堡冷的什么无所谓 你缺东西也太恶心了吧！！！,-1,-1,,,
这家的鸡都是黑色的，吃起来就像隔夜的，从来没吃过那么难吃的肯德基，就算是高峰过去还是买到这样的鸡，\n点的每块原味鸡的颜色都是吧一样的，对肯德基是无语的。,-1,,-1,,
很小很小开始就吃肯德基了。。喜欢土豆泥。。喜欢鸡翅。。喜欢汉堡。。喜欢嫩牛五方。。。喜欢蛋挞。。。喜欢很多东西哇卡卡。。垃圾食品但是喜欢呀。。,1,,1,,
厉害啊，就一个小小的嘉定区中心就有三家肯德基，而且每一家永远都是人满为患。这家在欧尚边上，人就更多了，唉，每次想找个座位都好难啊。,-1,,,,-1
正好路过，进去看了下，买了新出来的新年全家桶带回家吃，还是比较实惠的，肯德基新东西真的不多呢，新的也不太好吃，以前的时间长了，有些厌了~~~另外，肯德基里为什么不能刷卡呢~~,-1,-1,-1,1,
上次去的时候是晚上，正好购物出来，有点饿，想尝尝至尊鲜虾堡，味道真的不错！一份套餐，两个人吃，还蛮划算的，可以看看街景不错！,1,,1,,
这里的人气一直不错，大概因为就在欧尚旁边的关系，而且还有个后门是通往欧尚的。\n店里的座位不多，所以饭点总是很难找座位。\n这里适合作为碰头地点，或者小逛一圈后匆匆吃顿饭。,1,,,,1
由于开在欧尚隔壁，生意一直很好，天天爆满，不管是不是去吃KFC的，反正里面是没有空位子就对了。KFC么就不点评了，反正全中国一个味道，偶尔吃吃还是可以的额，天天吃的话估计老早反胃了……此处乃朋友接头的好地方，哇哈哈。,1,,,,1
基本都很少进去吃，刚开的时候，进去买过奥尔良烤翅，再之后和妈妈逛完超市进去喝过可乐休息了会。很小，很吵。我不是很喜欢。不好意思了，对不住了。,-1,,-1,,-1
一直很喜欢雪顶青苹沁饮，但为什么不是一直有，唉，其实我一直觉得去肯德基是去做作业和聊天的，大概真正比较喜欢吃肯德基的只有小孩子吧。而且，我觉得它出的玩具有时候真的是不是太幼稚了,-1,-1,,,
因为开在欧尚旁边，每次去人都很多，只能随便吃吃。\n味道还可以，蛋挞，原味鸡，土豆泥，薯条，等等……每次都要点一堆小食品。,1,,1,,1
"今天去尝了一下新出的麻薯蛋挞,很不错的呢.尤其是那个味道嫩的阿~\n下次还要去吃\n还叫了一个鸡腿堡,很熟悉的味道.不错",1,,1,,
太小，实在是太小，怎么说呢，因为是在欧尚旁，有很多人都是去完欧尚来坐一下的，一直会有坐无缺席的情况，里面的服务也一般吧~~,-1,-1,,,-1
逛完欧尚或者准备逛欧尚的时候用来休息的\n\n开在超市旁边人自然是多\n\n汉堡+美禄的套餐\n\n应急的时候的惯例了\n\n很少吃kfc了,1,,,,
KFC其实没什么可说了，不过今天一大早起来排队买票，这儿给人个暖和的地方避风吃早餐，感觉就算幸福了\n\n用维络城的优惠券吃的，法风熏鸡烧饼+香菇鸡肉粥，烧饼挺好的，面包（也就是烧饼）应该是刚烤好的，很酥芝麻很香，就是个头儿不怎么大呃。粥一般吧，因为有姜丝提味儿但是还有些鲜的感觉，香菇还是蛮多片的，但是卖相着实不怎么好看呢。\n\n吃得还算舒心，大早上的也没太多人，清净，服务态度挺好的。,-1,1,-1,,
一般都是趁着午休去超市的时候进它家的……因为单位食堂不好吃……总也吃不饱……所以路过它家都会去买点东西……基本新出口味的东东都会尝试一下……有的新品好吃……有的新品难吃……,-1,,-1,,
继续继续~\n\n上个礼拜五不吃晚饭的恶果 逛了没一会儿就饿得不行了 路过欧尚那么多人都么屏牢 冲进去抢了只香草姐姐出来 蛮好 坐到隔壁KFC 开吃~\n\n哪能漾特了一刚 吃到1/3都是水了 哈不爽 眼睛瞄到隔壁人家点了新出来的5元小食 个记完了 反正便宜 每样都来一份 20分钟全次完了 真的真的是 很很很难次 便宜没好货 郁闷的不来塞了 一肚子垃圾食品 气死了\n\nPS：不喜欢这家 太吵了 逛欧尚的人实在太多 大包小包都是欧尚出来的 还是习惯罗宾森那家 平时都没什么人的 安静~,-1,,-1,1,-1
吮指鸡比刚出来的时候好吃，\n滑嫩不少，以前太柴了，费力~\n汉堡只点最原始的香辣和劲脆，但听说XAEL烤鸡腿堡最好吃?\n下次再吃的话点这个好了，不过很难搬进去一次的|||||||||\n实在没什么吃头了，。蛋挞和土豆泥不错~\n不过我一吃KFC就拉肚子，有时候吃好刚出店门肚子就剧痛|||||||\n很多次这样，绝对不是巧合。。。\n鸡柳、骨肉相连之类我喜欢的品种都消失了，\n新品却都那么难吃，，无语了牌子做塌特当心\n不过有时候什么都不点就坐在那休息，也没人催你这点蛮自在的~\n哈哈，脸皮磨厚了~,-1,-1,-1,,
味道还是一贯的OK，环境也是一样的SO SO。不过服务的确是差的，感觉没有受过什么专业训练！只能感叹洋快餐的服务也是越来越差，不说微笑服务，连最基本的都做的很不到位！,-1,-1,,,
间歇去过几次~  \n大多数都是欧尚逛好吧。。。。。 呵呵~\n还不错吧  随便吃吃还是老个算额\n—。—  虽然最近涨价频繁,-1,,,-1,
KFC的东西么差别不是很大，味道就是这样了，\n不过由于开在超市里的，人是那个多啊……特别是双休日，基本上都找不到位子，服务员来收都来不及，TX从德国回来习惯自己收了，感觉还是这样好啊……,-1,-1,,,
KFC我每个月去好多次呢，有时候早饭就会去买个香辣鸡腿堡加杯可乐的，有时候会去买些新出来的套餐，我还喜欢吃蛋塔,1,,1,,
KFC嘛  都是大同小异的    好象KFC都喜欢开在超市边上的   所以不用怕没客流量了啦    东西挺好吃的  呵呵,1,,,,
和所有的其他肯德基没什么区别，地理位置还不错哦，在欧尚逛了出来就可以进去休息下喝点饮料。总的来说还不错。,1,,,,1
"记得以前每次学校要考试,或者无聊的时候都会去那里\n有时坐在那里复习复习,有时聊聊天,有时休息休息,如果是人不多的时候服务员是不会说的.",1,,,,
"中午正好路过嘉定,顺便解决午餐.\n选了深海鳕鱼堡和圣诞.\n深海鳕鱼堡,满嫩的,加上热呼呼的面包和蔬菜,PERFECT.\n圣诞,就是冰激凌啦,满滑爽的.\n地处嘉定的中心地带,地段不错.",1,,1,,1
周末去逛欧尚的时候，在这里解决午饭，与欧尚超市里熙熙攘攘的人比起来，这里的人太少了，几乎没多少人，很多位置是空的。不用排队，很轻易买到食物，随意挑选座位，爱吃多久都行，已经多久没在KFC里享受这种待遇了，真是享受呀！\n因为不挤，不用等，自然对他一切的感官都是好的。,1,,,,
今晚打包了两个红豆派，两对香辣鸡翅回到家打开少了一对鸡翅，哎不知道是不是服务员弄错了?,-1,-1,,,
都不错，就是服务员的态度让人恶心,-1,-1,,,
优惠券，支付宝支付，双重优惠！,1,,,1,
吃了一个汉堡里面蔬菜还不新鲜～头一次吃到这种汉堡！郁闷！服务也不好,-1,-1,-1,,
差评，第二次买东西少给了，怎么总是这家店！而且店里根本没几个客人一点不忙还这样！！！,-1,-1,,,
我和家人小孩、昨天去吃肯德基，昨天肯德基汉堡是半价。挺不错的。,1,,,1,
每次公司班车是经过这边的，所以每次逛街累了就来吃些东西，我很固定的一包薯条，一个鸡肉卷，一个圣代，其他一概不尝试。然后边吃边等车。感觉超好，就是人很多哎，不一定有位置,-1,,,,-1
总体感觉一般，没什么特别的地方，去超市买完东西在里面点杯饮料休息休息倒是挺好的，里面位子挺多的，人一般性也不少的,1,,,,
标准化的美式快餐。个人最喜欢肯德基的原味鸡，鲜香俱全。店家坐落在欧尚超市边，人自然是多得可以。现在的外带全家桶是越来越不给力了……,-1,,-1,,-1
上次去点了两份吮指原味鸡块，他居然给我们一个鸡腿一个鸡翅，去找他时她还怪我们点的时候没有说清楚，真是奇怪了，从来没有在哪个肯德基店里买东西受过这种待遇的，真是可恶，还不肯退，态度也很差，还说下次我们点的时候一定要很她说清楚要哪个部位，别家的肯德基都会问您需要哪个部位，这家可好，我们这些消费者倒是错了，真是无语。服务态度真差。,-1,-1,,,
服務極差，聘用外地人的素質級差。既然你們電話是公司內部電話，那放在點評上幹甚麼！！！！！！！！！！！！,-1,-1,,,
这家开在欧尚超市的边上，所以我经常在购物后来吃点甜品什么的。\n由于人气很旺，所以点餐经常排队。\n在这家店里最有趣的一次经历是，带外甥女来吃，结果她很认真地教育我说：“阿姨，我妈妈说，这是垃圾食品！”,1,,,,
试吃/体验活动点评\n这家肯德基店面不算大，但是因为在超市旁边，所以人还是比较多的\n\n服务的话，没有特别热情的，\n\n但是我要说的是，很多次我我三点多去的时候，要外带的食物还要等，而且他的很多事物都卖完了，都要等，，这个感觉不是很好\n\n其他的都还不错,-1,-1,,,
这家kfc的生意满好的 常常要排队 还要等位子的\n因为地理位置好 去的人就多了\n逛完了欧尚 就进去买点吃的 坐一会儿,1,,,,1
每次去都喜欢点一杯雪顶咖啡，还有仙草奶茶也不错，再点个蛋挞，原味鸡，土豆泥，薯条，等等……每次都要点一堆小吃食，汉堡很少吃。,1,,1,,
KFC的东西么差别不是很大，味道就是这样了,1,,,,
草莓冰淇淋超好吃！！超好吃！！！特别喜欢吃炸的，还买了小食拼盘和炸鸡桶。鸡块还是允指原味鸡好吃~鸡翅也不错，不过要趁热吃，冷点就不好吃啦~一定要尝尝那个草莓冰淇淋！真的很好吃！爱吃冰淇淋的妹纸们推荐推荐！,1,,1,,
我只想说，挺混乱的，是不是人手不够啊？就两个人在备餐，关键是动作很慢队伍很长！这也就算了，生意好嘛，但是，每次去买可乐盖子永远是不盖好的，不知道是产品质量问题还是员工马虎造成的，已经很小心的拿了，到家永远是翻掉的！,-1,-1,,,
好评 非常喜欢的餐厅 口味好服务周到,1,1,1,,
在网上买贵了好多。还要外送费。店里鸡腿堡12网上要16、7,-1,,,-1,
实惠方便，现在新装修了，很不错！！！,1,,,,1
这家肯德基借的是公司的产业，开业至今已经装修过3次了，这次4月又重新装修了下，这次改造完成好，不像快餐店了，像极了咖啡馆，所有的座椅都是木质的，档次提升了不少。操作室好像弄到了收银台旁边让顾客一目了然。但是原来的儿童乐园地方小了一倍，3-4个小孩进去就会拥挤了。儿子早餐最喜欢猪柳蛋帕尼尼和薯棒，有时换换口味时会给他吃，小孩还是不要多吃油炸的好。,-1,-1,,,1
新装修好的店，餐位好像减少了。在店点了一份鸡柳饭，排队等餐，过了5分钟被告知还需要15分钟才可以去餐，我想问你们是出餐标准时间是多少呢？无语中。看见发餐的服务人员严重缺乏培训，真心对KFC失望。,-1,-1,,,
味道好可以，和在店里吃的差不多。,1,,1,,
这家KFC离家比较近，经常到这家店来买吃的，儿子也非常喜欢，这家店里有小朋友玩的滑滑梯，所以也会带儿子来这玩。店里环境很干净 ，很明亮，服务员态度也很好，很亲切~\n儿子很喜欢他家的早餐皮蛋瘦肉粥，还有薯条、土豆泥、玉米棒，基本上每次去都会购买这几样，吃的也不亦乐乎，开心的很~每一期的儿童餐送的玩具也很期待！,1,,1,,1
一直吃，就这样呗，环境还可以，老顾客,1,,,,1
服务员很不耐烦，态度很冲…其他都还好,-1,-1,,,
很久没吃肯德基了 虽然天很冷还是跑到了最近的一家肯德基吃 正好平日有工作日午市套餐 买了两套香辣鸡翅汉堡套餐外加辣鸡翅 套餐里的薯条感觉不是刚炸的 不太好吃 汉堡也是温的 店里空调开的蛮大的不觉得冷 可惜食物有些令人失望 下午1点多店里还是陆陆续续很多人在吃 感觉是不是人手不足 东西不是热的不好吃啊 或者可能自己正巧没碰到刚出炉的吧,-1,,-1,,
在店里吃比较好，外卖不行每次订外卖香辣鸡腿堡都换成燕麦堡,-1,-1,,,
轻纺市场边上，面积不大，周末人多，环境一般,-1,,,,-1
就那么回事吧能有实惠好就好了哈哈哈,1,,,1,
喜欢喝肯德基的雪顶咖啡。每次都买。,1,,1,,
东西还是老样子。环境真是越来越不好了。,-1,,,,-1
这家店的服务超级烂的、欠的食物只会在点餐台上叫、都不会送过去的、次过那么多家、这家服务最差、态度也不好,-1,-1,,,
服务员超逊  冰淇淋打的都化了  还来句本来就化的    我花个六块钱吃你化的干嘛 一共两圈半 还化个一圈,-1,-1,,,
好吃的，不错，宝宝就是喜欢薯条,1,,1,,
经常路过会吃点小食，每天晚上都有很多聋哑人在里面聚会，占一个角落打着手语聊聊天，其他客人安安静静吃东西，看着也挺和谐的。,1,,,,
